time (s),U,V,W
276.65625,1.42,-0.13,-0.06
276.6875,1.43,0.04,0.02
276.71875,1.32,0.03,-0.19
276.75,1.6,-0.17,-0.02
276.78125,1.33,-0.22,0.03
276.8125,1.14,-0.15,0.13
276.84375,1,-1.09,0.99
276.875,0.88,-0.59,0.28
276.90625,1.63,0.49,0.27
276.9375,1.41,0.16,0.62
276.96875,1.36,-0.14,0.15
277,1.4,-0.23,0.08
277.03125,1.23,-0.14,-0.01
277.0625,1.11,-0.27,0.05
277.09375,1.08,-0.01,0.17
277.125,1.4,0.41,-0.13
277.15625,1.4,0.08,0.08
277.1875,1.36,0.1,0.25
277.21875,1.21,0.1,0.2
277.25,1.25,-0.16,0.34
277.28125,1.28,0.61,0.06
277.3125,1.38,0.56,0.09
277.34375,1.27,0.47,0.2
277.375,1.25,0.53,0.12
277.40625,1.27,0.31,0.24
277.4375,1.45,0.52,0.03
277.46875,1.28,0.53,-0.18
277.5,1.01,0.8,-0.04
277.53125,1.19,0.89,-0.02
277.5625,0.98,0.86,0.16
277.59375,0.94,0.83,0.19
277.625,1.01,0.63,0.27
277.65625,0.74,0.55,0.22
277.6875,0.73,0.49,0.1
277.71875,0.95,0.8,0.01
277.75,0.68,1,-0.19
277.78125,0.84,1.03,-0.14
277.8125,0.83,1.23,-0.03
277.84375,0.81,1.13,-0.01
277.875,0.69,0.82,-0.07
277.90625,0.93,0.66,0.14
277.9375,1.03,0.78,0.01
277.96875,1.18,0.73,0.16
278,1.21,1.03,0.13
278.03125,1.18,0.52,0.05
278.0625,1.42,0.72,-0.28
278.09375,0.86,0.38,-0.01
278.125,1.23,0.76,0.19
278.15625,1.13,0.88,0.08
278.1875,1.43,0.61,0.09
278.21875,1.28,-0.34,0.49
278.25,1.18,-0.43,0.44
278.28125,1.29,0.18,0.19
278.3125,1.36,-0.08,0.39
278.34375,1.52,0.59,0.12
278.375,1.64,0.24,0.01
278.40625,1.46,-0.99,0.49
278.4375,1.27,0.15,0.01
278.46875,1.55,-0.11,0.19
278.5,1.64,-0.17,0.13
278.53125,1.23,-1.61,0.34
278.5625,1.19,-1.67,0.81
278.59375,1.08,-1.53,0.52
278.625,1.36,-0.12,0
278.65625,1.45,-0.54,-0.13
278.6875,1.43,-0.47,-0.19
278.71875,1.15,-0.82,0.12
278.75,1.31,-0.88,-0.01
278.78125,0.97,-0.68,0.12
278.8125,0.82,-1.08,0.01
278.84375,0.98,-0.97,0.09
278.875,0.99,-1.14,0.07
278.90625,0.52,-0.82,0.22
278.9375,0.9,-1.21,0.07
278.96875,0.69,-1.29,0.05
279,0.55,-1.17,0.15
279.03125,0.66,-1.22,0.03
279.0625,0.28,-1.89,0.29
279.09375,-1.3,-1.35,0.96
279.125,0.56,-1.83,0
279.15625,0.42,-1.77,-0.15
279.1875,0.08,-1.62,0.1
279.21875,-0.17,-1.45,0.16
279.25,-0.15,-1.52,-0.17
279.28125,-0.08,-1.73,0.17
279.3125,-0.64,-1.36,0.41
279.34375,-0.38,-1.34,0.04
279.375,-0.49,-1.43,0.48
279.40625,-0.11,-1.43,0.2
279.4375,-0.85,-1.4,0.51
279.46875,-1.22,-0.79,0.75
279.5,-0.55,-1.55,0.22
279.53125,-0.95,-1.49,0.47
279.5625,-0.55,-1.55,0.2
279.59375,-0.74,-1.26,0.6
279.625,-0.46,-1.3,0.19
279.65625,-0.59,-1.16,0.33
279.6875,-0.13,-1.4,0.11
279.71875,-0.19,-1.3,0.09
279.75,-0.16,-1.38,0.17
279.78125,0.24,-1.29,-0.15
279.8125,0.46,-1.56,0.05
279.84375,0.66,-1.34,0.2
279.875,0.89,-1.74,0.16
279.90625,0.37,-1.74,0.52
279.9375,-0.11,-1.8,0.67
279.96875,1.03,-1.59,0.09
280,0.86,-1.34,0
280.03125,0.11,-0.95,0.32
280.0625,1.19,-0.94,-0.01
280.09375,1.2,-1.04,0.04
280.125,0.82,-0.97,-0.03
280.15625,1.4,-0.81,0.2
280.1875,1.41,-0.78,0.1
280.21875,1.32,-0.76,0.3
280.25,1.34,-0.52,0.15
280.28125,1.53,-0.45,0.11
280.3125,1.28,-0.01,0.09
280.34375,1.47,-0.95,0.28
280.375,1.19,-0.96,0.14
280.40625,1.45,-0.95,-0.09
280.4375,2.01,-0.36,0.17
280.46875,1.64,-0.28,0.38
280.5,1.32,0.45,0.15
280.53125,1.18,-0.01,0.32
280.5625,1.52,0.18,0.29
280.59375,1.3,0.72,0.03
280.625,1.44,-0.57,0.57
280.65625,1.4,-0.44,0.46
280.6875,0.95,0.6,0.08
280.71875,0.75,0.74,0.02
280.75,1.08,0.04,0.64
280.78125,1.24,0.14,0.5
280.8125,1.41,0.52,0.16
280.84375,1.32,0.5,0.09
280.875,1.26,0.27,0.1
280.90625,1.41,0.63,0.04
280.9375,1.28,0.34,0.08
280.96875,1.21,0.27,0.28
281,1.27,0.49,0.23
281.03125,1.3,0.4,-0.04
281.0625,1.13,0.31,-0.03
281.09375,1.02,0.45,0.01
281.125,1.37,0.42,0.03
281.15625,1.45,-0.35,0.35
281.1875,1.33,-0.14,0.12
281.21875,1.4,-0.41,0.53
281.25,1.54,-0.32,0.47
281.28125,1.5,0.11,0.43
281.3125,1.52,0.68,0
281.34375,1.32,0.3,0.08
281.375,1.45,0.37,0.04
281.40625,1.29,0.48,0.12
281.4375,1.39,0.1,0.3
281.46875,1.21,0.29,0.01
281.5,1.59,-0.33,0.23
281.53125,1.49,0.43,0.19
281.5625,1.73,0.44,-0.01
281.59375,1.25,-0.66,0.43
281.625,1.43,-0.06,0.32
281.65625,1.34,0.15,0.21
281.6875,1.62,-0.37,0.76
281.71875,1.86,-0.39,0.81
281.75,1.69,-0.23,1.05
281.78125,2.42,0.28,0.58
281.8125,1.6,0.86,0.04
281.84375,1.58,0.79,0.06
281.875,1.46,0.79,0.06
281.90625,1.54,0.42,-0.07
281.9375,1.08,-0.25,0.25
281.96875,1.23,-2.03,1.65
282,2.5,-2.42,0.51
282.03125,2.53,-1.77,1.26
282.0625,2.39,-2.12,2.18
282.09375,2.07,-0.91,0.93
282.125,1.59,-0.42,0.35
282.15625,1.55,0.92,0.07
282.1875,1.88,0.5,-0.71
282.21875,1.58,0.66,0.89
282.25,1.48,0.02,0.21
282.28125,2.18,-1.08,0.43
282.3125,1.77,0.31,-0.02
282.34375,2.15,0.71,0.18
282.375,2.06,-1.77,0.28
282.40625,2.25,-1.52,0.79
282.4375,2.35,0,-0.19
282.46875,2.05,-0.64,0.42
282.5,1.66,0.63,-0.14
282.53125,1.82,-0.22,0.55
282.5625,1.24,0.32,-0.55
282.59375,1.33,-0.34,0.45
282.625,2.38,-2.7,0.64
282.65625,2.95,-2.61,0.62
282.6875,2.42,0.06,0.54
282.71875,1.98,-0.8,0.97
282.75,1.22,-0.01,0.41
282.78125,1.62,0.61,-0.11
282.8125,1.19,-0.79,0.2
282.84375,1.63,-1.15,0.07
282.875,2.17,-1.63,1.17
282.90625,2.29,-1.04,0
282.9375,2.17,0.07,-0.12
282.96875,2.08,-0.6,0.22
283,2.1,-0.75,0.07
283.03125,1.47,-0.09,0.54
283.0625,1.34,0.07,-0.22
283.09375,1.34,-0.29,-0.02
283.125,1.55,0.5,-0.23
283.15625,1.82,-1.09,0.99
283.1875,1.09,0.21,-0.39
283.21875,1.61,-0.15,-0.25
283.25,1.35,-0.16,-0.29
283.28125,1.55,0.56,0.01
283.3125,1.76,0.55,-0.36
283.34375,1.51,-0.64,0.34
283.375,1.89,-1.62,1.87
283.40625,2.66,-2.96,1.36
283.4375,2.14,0.16,0.46
283.46875,2.36,0.55,0.78
283.5,2.42,-0.68,1.05
283.53125,2.15,-0.45,0.57
283.5625,2.28,-1.29,0.99
283.59375,2.57,-0.62,0.21
283.625,2.01,0.03,0.04
283.65625,1.99,-1.2,1.36
283.6875,3.22,-0.86,0.42
283.71875,1.23,-0.85,0.66
283.75,2.09,-1.41,0.69
283.78125,2.11,-0.79,0.53
283.8125,3.5,-0.97,0.74
283.84375,2.29,-1.6,0.14
283.875,2.41,-0.3,0.27
283.90625,2.33,1.14,-0.31
283.9375,2.1,-0.66,-0.48
283.96875,1.61,1.07,-0.14
284,2.23,1.47,-0.1
284.03125,2.22,-0.43,0.03
284.0625,2.45,-1.64,0.81
284.09375,2.8,-1.96,0.51
284.125,3.05,-2.75,0.77
284.15625,2.94,0.03,0.62
284.1875,2.39,0.26,0.43
284.21875,2.24,-1.18,1.04
284.25,2.03,-0.79,0.57
284.28125,2.8,0.83,-0.47
284.3125,1.72,0.05,-0.31
284.34375,2.44,0.59,0.52
284.375,2.22,-1.52,0.44
284.40625,1.65,-0.92,-0.57
284.4375,1.53,-0.63,-0.5
284.46875,1.56,-1.28,0.12
284.5,3.08,-2.66,0.77
284.53125,2.41,-0.34,-0.36
284.5625,1.71,0.15,-0.81
284.59375,1.66,-0.08,-0.92
284.625,1.37,0.73,-0.85
284.65625,1.35,0.57,-0.89
284.6875,1.36,0.3,-0.92
284.71875,0.87,0.23,-1.05
284.75,1.79,-0.12,-0.11
284.78125,0.96,0.3,-0.79
284.8125,1.19,0.44,-0.54
284.84375,1.36,0.61,-0.65
284.875,1.42,0.15,-0.57
284.90625,1.07,0.09,-0.68
284.9375,1.03,-0.52,-0.58
284.96875,1.19,0.53,-0.55
285,1.65,-0.93,0.15
285.03125,0.89,0.06,-0.79
285.0625,1.24,0.64,-0.95
285.09375,1.55,0.26,-0.13
285.125,1.93,-0.66,0.22
285.15625,0.86,0.26,-0.29
285.1875,1.49,0.45,-0.51
285.21875,1.46,-0.73,0.03
285.25,1.48,0.56,-0.53
285.28125,1.22,-0.36,-0.17
285.3125,0.89,0.95,-0.66
285.34375,1.98,0.87,-0.48
285.375,1.48,0.04,-0.04
285.40625,1.3,0.86,-0.27
285.4375,1.35,1.14,-0.3
285.46875,1.45,1.03,-0.38
285.5,1.53,0.51,-0.58
285.53125,1.53,0.72,-0.34
285.5625,1.7,0.88,-0.29
285.59375,1.08,0.75,-0.17
285.625,1.39,0.65,-0.47
285.65625,1.45,0.74,-0.43
285.6875,1.61,0.83,-0.52
285.71875,1.51,0.77,-0.46
285.75,1.47,0.98,-0.37
285.78125,1.51,0.92,-0.31
285.8125,1.67,0.63,-0.37
285.84375,1.36,0.15,-0.47
285.875,1.36,-0.09,-0.7
285.90625,1.74,0.56,-0.37
285.9375,1.73,0.83,-0.4
285.96875,1.67,0.74,-0.48
286,1.64,0.82,-0.23
286.03125,1.61,0.96,-0.39
286.0625,1.53,0.98,-0.57
286.09375,1.59,0.93,-0.55
286.125,1.73,0.82,-0.6
286.15625,1.51,1,-0.38
286.1875,1.26,0.64,-0.76
286.21875,1.32,0.11,-0.61
286.25,1.22,0.13,-0.48
286.28125,1.5,0.74,-0.29
286.3125,1.54,0.67,-0.53
286.34375,1.74,0.8,-0.63
286.375,1.37,0.67,-0.51
286.40625,1.49,0.7,-0.48
286.4375,1.68,0.86,-0.5
286.46875,1.52,0.59,-0.43
286.5,1.64,0.4,-0.47
286.53125,1.6,0.62,-0.41
286.5625,1.7,0.57,-0.63
286.59375,1.35,0.5,-0.56
286.625,1.42,0.79,-0.55
286.65625,1.42,0.73,-0.58
286.6875,1.54,0.59,-0.63
286.71875,1.41,0.59,-0.44
286.75,1.48,0.94,-0.42
286.78125,1.57,0.7,-0.41
286.8125,1.54,0.89,-0.45
286.84375,1.59,0.87,-0.48
286.875,1.74,0.65,-0.41
286.90625,1.5,0.29,-0.29
286.9375,1.31,0.14,-0.29
286.96875,1.27,-0.56,0.23
287,3.13,-1.71,0.24
287.03125,1.47,-3.53,1.01
287.0625,3.56,-0.22,1.39
287.09375,3.84,-1.41,1.07
287.125,2.11,1.24,-0.17
287.15625,2.07,1.1,0.64
287.1875,2.3,-0.61,0.03
287.21875,1.82,1.32,-0.15
287.25,2.85,-1.25,0.7
287.28125,3.07,-1.37,-0.11
287.3125,2.23,-0.65,-0.32
287.34375,3.44,-1.1,1.62
287.375,2.24,-0.84,0.4
287.40625,2.5,-0.05,0.68
287.4375,1.93,-1.14,0.08
287.46875,1.87,-0.77,-0.47
287.5,3.06,0.29,0.63
287.53125,2.33,0.24,-0.01
287.5625,1.87,0.93,-0.13
287.59375,2.1,0.63,0.14
287.625,1.82,0.86,-0.47
287.65625,1.6,0.49,-0.42
287.6875,1.23,0.17,0.04
287.71875,1.64,0.83,-0.36
287.75,1.88,1,-0.36
287.78125,2,0.96,-0.26
287.8125,1.75,-0.08,-0.08
287.84375,2.17,0.32,-0.4
287.875,2.57,-0.08,0.77
287.90625,1.81,0.23,0.77
287.9375,1.07,0.68,-0.21
287.96875,1.94,0.89,-0.02
288,2.17,0.38,0.52
288.03125,1.57,0.96,-0.12
288.0625,1.76,0.92,-0.33
288.09375,1.75,0.67,-0.02
288.125,1.27,-1.02,0.28
288.15625,2.37,0.6,-0.56
288.1875,2.08,-0.24,-0.25
288.21875,2.07,0.97,-0.28
288.25,2.29,1.06,-0.43
288.28125,2.38,1.26,-0.21
288.3125,2.43,0.33,0.18
288.34375,2.49,1.52,-0.14
288.375,2.13,1.21,0.45
288.40625,1.96,1.5,0.38
288.4375,2.61,1.13,-0.21
288.46875,2.33,0.48,0.67
288.5,2.56,1.4,-0.18
288.53125,2.96,1.51,-0.01
288.5625,3.02,1.11,0.6
288.59375,2.83,0.69,0.54
288.625,2.85,1.27,0.51
288.65625,3.08,1.81,0.32
288.6875,2.99,1.41,0.05
288.71875,2.98,0.84,0.65
288.75,3.09,1.68,0.06
288.78125,3.54,1.73,0.16
288.8125,3.4,1.63,0.29
288.84375,3.26,1.91,0.33
288.875,3.42,1.84,0.14
288.90625,3.38,2.17,0.2
288.9375,3.36,1.71,0.05
288.96875,3.64,1.91,0
289,3.42,1.92,-0.08
289.03125,3.6,1.72,0.09
289.0625,3.28,1.58,0.17
289.09375,3.49,1.77,0.12
289.125,3.25,1.92,0
289.15625,3.25,1.61,0.14
289.1875,3.24,1.44,0.13
289.21875,3.06,2.1,-0.04
289.25,3.39,1.84,-0.27
289.28125,3.28,1.64,0.19
289.3125,3.34,1.91,0.2
289.34375,3.4,1.47,0.09
289.375,3.28,1.61,0.32
289.40625,3.42,2.28,-0.22
289.4375,3.22,1.7,-0.21
289.46875,3.52,1.7,-0.09
289.5,3.44,1.16,0
289.53125,3.52,1.31,0.14
289.5625,3.35,1.8,-0.04
289.59375,3.18,1.09,0.38
289.625,3.26,1.55,0.27
289.65625,3.35,1.37,0.08
289.6875,3.36,1.69,-0.01
289.71875,3.65,1.83,-0.16
289.75,3.34,1.7,0.24
289.78125,3.37,1.68,-0.06
289.8125,3.5,1.75,0.08
289.84375,3.26,1.36,0.24
289.875,3.38,1.42,-0.03
289.90625,3.11,1.44,0.12
289.9375,3.04,1.14,0.26
289.96875,3.47,1.73,0.02
290,3.28,2.1,-0.09
290.03125,3.39,1.7,-0.06
290.0625,3.08,0.97,0.4
290.09375,3.39,1.83,0.06
290.125,3.31,1.84,0.17
290.15625,3.39,1.77,0.11
290.1875,3.32,1.99,-0.01
290.21875,3.33,1.92,0.06
290.25,3.25,1.51,0.07
290.28125,3.34,1.98,0.19
290.3125,3.26,1.78,-0.01
290.34375,3.37,1.95,-0.12
290.375,3.37,1.53,0.18
290.40625,3.3,1.82,0.08
290.4375,3.34,1.85,-0.14
290.46875,3.13,1.99,0.11
290.5,3.35,1.6,0.05
290.53125,3.32,2.14,0.04
290.5625,3.38,1.91,0.03
290.59375,3.48,1.3,0.15
290.625,3.27,1.84,0.13
290.65625,3.56,1.82,-0.11
290.6875,3.4,1.97,-0.01
290.71875,3.11,1.67,-0.1
290.75,3.32,1.76,0.13
290.78125,3.4,1.96,-0.19
290.8125,3.12,2.14,0.03
290.84375,3.22,1.97,-0.12
290.875,3.35,2.02,-0.28
290.90625,3.17,1.7,-0.13
290.9375,2.92,1.98,-0.12
290.96875,3.1,1.57,0.1
291,3.42,1.88,-0.13
291.03125,3.07,2.41,-0.17
291.0625,2.9,1.87,-0.18
291.09375,2.75,1.54,0.08
291.125,3.29,1.8,-0.2
291.15625,3.08,1.96,-0.11
291.1875,2.95,1.74,0.06
291.21875,3.25,2.17,-0.17
291.25,3.11,1.7,-0.23
291.28125,3.1,1.53,-0.02
291.3125,3.27,1.89,-0.25
291.34375,3.15,1.7,0.15
291.375,3.24,1.67,0.08
291.40625,3.34,1.67,0.04
291.4375,2.89,1.76,0.14
291.46875,2.91,1.43,0.05
291.5,2.93,1.69,0.03
291.53125,2.98,1.9,0.2
291.5625,3.03,1.7,-0.13
291.59375,3.12,1.82,-0.01
291.625,3,1.69,-0.26
291.65625,2.9,1.64,-0.06
291.6875,2.99,1.42,0.19
291.71875,2.68,1.13,0.33
291.75,2.78,1.88,0.14
291.78125,2.95,1.59,0.11
291.8125,3.12,1.89,0.07
291.84375,3.04,2.01,0.17
291.875,3.16,2.16,-0.04
291.90625,3.18,2.02,-0.02
291.9375,3.07,1.68,-0.23
291.96875,2.97,1.93,0.04
292,2.87,1.57,0.16
292.03125,2.94,2.04,-0.06
292.0625,2.94,1.85,0.02
292.09375,2.76,1.88,-0.14
292.125,2.89,2,-0.04
292.15625,2.83,1.64,-0.14
292.1875,3.12,1.84,-0.17
292.21875,3.09,1.49,0.21
292.25,3.18,1.86,-0.27
292.28125,3.07,1.52,-0.16
292.3125,2.91,1.64,0.04
292.34375,3,1.85,-0.03
292.375,3.04,2.12,0.21
292.40625,2.81,1.99,0.09
292.4375,2.8,1.57,0.13
292.46875,3.05,1.79,0.25
292.5,3.01,2.04,0.06
292.53125,2.87,1.88,0.01
292.5625,2.97,2.11,0.02
292.59375,3.21,1.73,0.06
292.625,2.89,1.98,-0.06
292.65625,3.25,1.83,-0.11
292.6875,3.09,2.18,0
292.71875,3.18,1.76,-0.15
292.75,3.5,1.49,0.24
292.78125,3.11,2.09,0.01
292.8125,2.99,1.64,0.01
292.84375,3.24,1.81,-0.11
292.875,3.15,1.54,0.04
292.90625,3.35,1.9,0.07
292.9375,3.06,1.88,-0.01
292.96875,2.86,1.53,-0.04
293,2.92,1.88,0
293.03125,3.05,2.01,-0.04
293.0625,2.95,1.76,0.02
293.09375,3.11,1.83,-0.22
293.125,3.01,1.99,-0.04
293.15625,2.99,1.61,-0.05
293.1875,2.98,2.01,-0.08
293.21875,3.05,1.76,0.24
293.25,3.15,1.45,0.19
293.28125,3.07,1.63,0.11
293.3125,3.46,2.12,-0.1
293.34375,2.92,1.83,-0.01
293.375,2.93,1.64,0
293.40625,2.92,1.35,0.07
293.4375,3.06,1.96,-0.04
293.46875,3.34,2,0.02
293.5,2.97,1.85,0.06
293.53125,3.26,2.19,0
293.5625,3.08,1.65,0.15
293.59375,2.98,1.76,0.01
293.625,3.11,2.02,0.14
293.65625,3.24,1.73,0.23
293.6875,3.44,1.9,-0.03
293.71875,2.98,1.44,0.16
293.75,3.23,1.68,-0.14
293.78125,3.21,1.51,-0.08
293.8125,3.1,1.84,-0.05
293.84375,2.94,1.78,0.14
293.875,2.95,2.09,-0.09
293.90625,2.98,1.95,-0.12
293.9375,3.15,1.81,0
293.96875,3.17,1.56,0.13
294,2.89,1.6,0.06
294.03125,3.13,2.11,-0.04
294.0625,2.99,1.46,0
294.09375,3.29,1.83,-0.14
294.125,3.03,1.66,0.04
294.15625,3.06,2.16,0.05
294.1875,3.32,1.63,0.02
294.21875,3.07,1.75,-0.03
294.25,3.04,1.89,0.12
294.28125,3.21,1.7,-0.04
294.3125,2.95,1.52,0.11
294.34375,3.01,1.84,0.02
294.375,3.29,1.88,0.02
294.40625,2.93,1.71,0.08
294.4375,3.1,1.56,0.07
294.46875,2.8,1.46,0.15
294.5,2.99,1.9,-0.09
294.53125,3.07,1.39,0.25
294.5625,3.11,2.08,-0.14
294.59375,2.97,1.84,0.11
294.625,3.36,1.52,-0.11
294.65625,2.93,1.28,0.11
294.6875,2.94,1.58,-0.06
294.71875,3.07,2.15,0.09
294.75,3.02,1.71,0.2
294.78125,3.15,1.84,0.07
294.8125,3.1,1.86,0.11
294.84375,3.06,1.5,-0.07
294.875,2.86,2.15,-0.17
294.90625,2.93,1.22,0.18
294.9375,3.33,1.88,0.02
294.96875,3.04,1.82,-0.19
295,3.16,1.88,-0.03
295.03125,3.24,1.85,0.01
295.0625,3.41,1.99,-0.1
295.09375,3.15,2.16,-0.05
295.125,3.3,1.86,-0.03
295.15625,2.88,1.69,0.01
295.1875,3.16,1.63,-0.17
295.21875,3.1,1.93,0.09
295.25,3.14,1.69,-0.15
295.28125,3.26,1.98,-0.23
295.3125,3.03,1.51,0.11
295.34375,3.04,1.1,0.33
295.375,3.1,1.71,0.14
295.40625,3.06,1.82,-0.03
295.4375,3.22,1.68,0.01
295.46875,3.2,1.79,-0.01
295.5,3.11,2,-0.02
295.53125,3.24,1.64,-0.04
295.5625,3.37,1.97,0.1
295.59375,2.91,1.89,0
295.625,2.91,1.83,0.02
295.65625,3.2,1.02,0.1
295.6875,2.84,1.83,-0.06
295.71875,3.34,1.85,0.01
295.75,2.79,2.03,0.02
295.78125,2.96,1.47,0.06
295.8125,3.23,1.72,0.01
295.84375,3.12,1.72,0.14
295.875,3.13,1.5,0.03
295.90625,3.05,1.75,-0.04
295.9375,2.98,1.72,0.12
295.96875,3.19,1.86,0.01
296,2.78,1.9,-0.09
296.03125,3.08,1.68,0.01
296.0625,2.99,1.93,-0.13
296.09375,2.99,1.53,0.09
296.125,2.92,1.47,0.19
296.15625,2.77,1.66,0.03
296.1875,3.2,1.75,-0.11
296.21875,3.12,1.81,0.06
296.25,3.05,1.68,0.01
296.28125,3.08,1.67,-0.04
296.3125,3.26,1.74,-0.04
296.34375,2.88,1.52,0
296.375,3.08,1.85,-0.09
296.40625,3.04,1.79,-0.13
296.4375,3.22,1.82,-0.11
296.46875,2.9,1.86,0.12
296.5,2.79,1.98,-0.07
296.53125,2.87,1.74,0.15
296.5625,3.04,1.31,0.2
296.59375,3.02,1.86,0.05
296.625,2.92,1.77,-0.08
296.65625,2.99,1.58,0.13
296.6875,2.93,1.87,0.04
296.71875,3.06,2.25,-0.02
296.75,2.98,1.7,-0.09
296.78125,2.97,1.88,-0.05
296.8125,3.03,1.85,-0.08
296.84375,3.38,1.75,0.17
296.875,3.17,1.73,0.06
296.90625,3.06,1.73,-0.02
296.9375,3.13,1.68,0.11
296.96875,3.1,1.75,-0.06
297,2.94,1.81,-0.02
297.03125,3.13,1.7,0.1
297.0625,3.17,1.86,-0.04
297.09375,3.16,1.66,-0.03
297.125,2.86,2.05,-0.06
297.15625,3.28,1.87,-0.18
297.1875,2.98,1.52,-0.14
297.21875,3.22,1.52,-0.08
297.25,2.94,1.81,0.06
297.28125,3.07,1.38,-0.03
297.3125,3.02,1.74,0.12
297.34375,3.02,1.67,-0.18
297.375,2.98,1.65,0.03
297.40625,3.27,1.42,-0.26
297.4375,3.1,1.95,-0.16
297.46875,3.09,1.73,-0.17
297.5,3.17,1.39,-0.07
297.53125,3.23,1.65,-0.11
297.5625,3.36,1.69,0.06
297.59375,3.07,1.84,-0.07
297.625,3.28,1.82,-0.08
297.65625,2.99,1.83,-0.21
297.6875,3.3,2.24,-0.11
297.71875,3.04,2.21,0
297.75,3.18,1.84,-0.14
297.78125,3.1,1.64,-0.06
297.8125,3.28,1.34,-0.18
297.84375,2.72,2.19,-0.05
297.875,3.05,2.13,0.2
297.90625,2.96,1.55,0.2
297.9375,3.19,1.99,0.21
297.96875,3.19,1.63,0.12
298,3.51,1.21,0.12
298.03125,3.35,1.69,0.19
298.0625,3.21,1.62,0.12
298.09375,3.57,1.81,0.13
298.125,3.69,2.2,-0.07
298.15625,3.82,2.04,0.11
298.1875,3.99,2.42,0.29
298.21875,3.67,2.27,0.2
298.25,3.98,2.16,0.32
298.28125,4.1,2.64,-0.03
298.3125,4.12,2.45,-0.07
298.34375,4.59,2.49,0.18
298.375,4.16,2.52,-0.24
298.40625,4.17,2.59,-0.11
298.4375,4.37,2.13,0.14
298.46875,4.39,2.58,-0.09
298.5,4.19,2.32,0.11
298.53125,4.37,2.6,0.06
298.5625,4.14,3,0.07
298.59375,4.26,2.18,0.17
298.625,4.45,2.49,0.09
298.65625,4.12,2.93,-0.15
298.6875,4.43,2.54,-0.11
298.71875,4.63,2.47,0.18
298.75,4.11,2.32,0.44
298.78125,4.38,3.13,0
298.8125,4.37,2.63,-0.04
298.84375,4.68,2.75,0.01
298.875,3.85,2.86,0.02
298.90625,4.25,2.83,0.11
298.9375,4.36,2.69,-0.17
298.96875,4.54,2.7,0.06
299,4.5,2.43,-0.01
299.03125,4.23,2.92,0.25
299.0625,4.17,2.16,-0.27
299.09375,3.84,2.77,0.01
299.125,4.48,2.86,0.18
299.15625,4.34,2.22,0.21
299.1875,4.15,1.19,0.18
299.21875,4.61,2.75,0.04
299.25,4.31,2.71,0.28
299.28125,4.49,1.96,-0.3
299.3125,4.23,3.16,-0.25
299.34375,4.82,2.06,-0.14
299.375,4.3,2.72,0.04
299.40625,4.36,2.87,0.28
299.4375,4.38,1.91,0.12
299.46875,3.91,2.59,0.3
299.5,4.45,2.39,-0.03
299.53125,4.23,1.97,-0.14
299.5625,4.46,2.26,0.09
299.59375,4.39,2.83,0.22
299.625,4.23,1.99,0.06
299.65625,4.08,2.58,0.04
299.6875,4.21,2.52,-0.47
299.71875,4.3,2.32,0.25
299.75,4.42,2.47,0.05
299.78125,4.17,2.66,-0.2
299.8125,4.43,2.33,0.18
299.84375,4.44,1.87,0.11
299.875,4.15,2.51,-0.2
299.90625,4.27,2.62,0.18
299.9375,4.34,2.63,0.02
299.96875,4.02,2,-0.02
300,4.21,2.48,0.23
300.03125,4.24,2.57,0.1
300.0625,4.58,2.39,0.04
300.09375,4.27,1.96,-0.2
300.125,4.48,2.04,0.13
300.15625,4.69,2.32,0.26
300.1875,4.24,2.83,0.1
300.21875,4.19,2.31,-0.09
300.25,4.32,2.81,-0.04
300.28125,4.53,2.37,0.03
300.3125,4.28,2.17,0.14
300.34375,4.56,2.13,0.08
300.375,4.49,1.99,0.22
300.40625,4.72,1.91,-0.03
300.4375,4.62,2.33,0.12
300.46875,4.56,1.46,0.33
300.5,4.5,2,0.14
300.53125,4.63,1.84,0.07
300.5625,4.31,1.74,0.2
300.59375,4.58,1.42,-0.2
300.625,4.51,2.34,-0.05
300.65625,4.25,2.22,0.08
300.6875,4.46,1.9,0.14
300.71875,4,2.66,-0.09
300.75,4.46,2.14,-0.06
300.78125,4.66,2.45,-0.04
300.8125,4.42,2.38,0.07
300.84375,4.73,2.3,0.02
300.875,4.47,2.17,0.34
300.90625,4.8,2.03,-0.19
300.9375,4.09,1.73,-0.13
300.96875,4.37,1.92,0.28
301,4.6,2.16,0.2
301.03125,4.08,2.49,0.08
301.0625,4.29,2.28,0.23
301.09375,4.44,2.34,0.14
301.125,4.61,2.15,0.05
301.15625,4.31,2.21,0.35
301.1875,4.51,2.08,0.12
301.21875,4.66,1.89,0.1
301.25,4.56,1.95,0.34
301.28125,4.65,2.05,-0.07
301.3125,4.34,1.96,0.21
301.34375,4.19,2.16,0.05
301.375,4.17,2.23,0.16
301.40625,4.21,1.88,0.32
301.4375,4.68,1.86,0.15
301.46875,4.65,2.23,0.16
301.5,4.36,2.5,0.01
301.53125,4.67,2.07,0.21
301.5625,4.69,2.3,-0.18
301.59375,4.56,2,0.15
301.625,4.35,1.49,0.14
301.65625,4.4,2.25,-0.06
301.6875,4.56,2.22,0.13
301.71875,4.43,2.19,-0.02
301.75,4.62,2.13,0.09
301.78125,4.15,2.6,0.19
301.8125,4.43,2.25,0.03
301.84375,4.2,2.33,0.16
301.875,4.61,2.02,-0.08
301.90625,4.17,1.36,0.1
301.9375,4.32,2.23,-0.06
301.96875,4.34,1.62,0.24
